,Timestamp,Timestamp2,Timestamp3,Latitude,Longitude,obuId,seg,vel,isStandStill
1161,26.07.2019 07:14:15,2019-07-26 07:14:15,1564125255,50.71717747868603,4.582843780487544,0000039D48201B0,1101,19.08,N/A
1162,26.07.2019 07:14:20,2019-07-26 07:14:20,1564125260,50.717295495896764,4.583230018585686,0000039D48201B0,1101,15.84,N/A
1163,26.07.2019 07:14:31,2019-07-26 07:14:31,1564125271,50.71707019031264,4.584195613831041,0000039D48201B0,1101,30.96,N/A
1164,26.07.2019 07:14:41,2019-07-26 07:14:41,1564125281,50.717295495896764,4.585697650879371,0000039D48201B0,1101,42.84,N/A
1165,26.07.2019 07:14:48,2019-07-26 07:14:48,1564125288,50.717080919149986,4.58681344982956,0000039D48201B0,1101,61.92,N/A
1166,26.07.2019 07:15:00,2019-07-26 07:15:00,1564125300,50.715847102855996,4.590117931335885,0000039D48201B0,1101,83.16,N/A
1167,26.07.2019 07:15:11,2019-07-26 07:15:11,1564125311,50.71458110005,4.593358039825854,0000039D48201B0,1101,87.84,N/A
1168,26.07.2019 07:15:22,2019-07-26 07:15:22,1564125322,50.71332582608134,4.5965552329715855,0000039D48201B0,1101,87.12,N/A
1169,26.07.2019 07:15:33,2019-07-26 07:15:33,1564125333,50.712049094438,4.59968805310096,0000039D48201B0,1101,87.12,N/A
1170,26.07.2019 07:15:44,2019-07-26 07:15:44,1564125344,50.71054705721054,4.602756500213976,0000039D48201B0,1101,87.84,N/A
1171,26.07.2019 07:15:55,2019-07-26 07:15:55,1564125355,50.7089699181217,4.605674743622161,0000039D48201B0,1102,84.96,N/A
1172,26.07.2019 07:16:06,2019-07-26 07:16:06,1564125366,50.70733913484617,4.6083354949649165,0000039D48201B0,1102,83.16,N/A
1173,26.07.2019 07:16:17,2019-07-26 07:16:17,1564125377,50.70548304598653,4.6106529235537685,0000039D48201B0,1102,84.96,N/A
1174,26.07.2019 07:16:29,2019-07-26 07:16:29,1564125389,50.70350893991615,4.6124124526675265,0000039D48201B0,1102,75.96,N/A
1175,26.07.2019 07:16:41,2019-07-26 07:16:41,1564125401,50.70143827430972,4.613914489715857,0000039D48201B0,1102,69.84,N/A
1176,26.07.2019 07:16:50,2019-07-26 07:16:50,1564125410,50.7001400849917,4.614729881256379,0000039D48201B0,1102,63.0,N/A
1177,26.07.2019 07:16:54,2019-07-26 07:16:54,1564125414,50.699721660335484,4.615073204010282,0000039D48201B0,1102,29.16,N/A
1178,26.07.2019 07:16:59,2019-07-26 07:16:59,1564125419,50.69953927010072,4.615201950042996,0000039D48201B0,1102,0.0,N/A
1179,26.07.2019 07:17:09,2019-07-26 07:17:09,1564125429,50.6993676087033,4.615352153747829,0000039D48201B0,1102,24.12,N/A
1180,26.07.2019 07:17:22,2019-07-26 07:17:22,1564125442,50.697929944499876,4.615416526764187,0000039D48201B0,1102,48.96,N/A
1181,26.07.2019 07:17:39,2019-07-26 07:17:39,1564125459,50.695580329122635,4.6155238151247815,0000039D48201B0,1103,56.16,N/A
1182,26.07.2019 07:17:55,2019-07-26 07:17:55,1564125475,50.69330581560676,4.615609645813257,0000039D48201B0,1103,56.16,N/A
1183,26.07.2019 07:18:03,2019-07-26 07:18:03,1564125483,50.692318762571574,4.615588188141138,0000039D48201B0,1103,45.0,N/A
1184,26.07.2019 07:18:09,2019-07-26 07:18:09,1564125489,50.69184669372866,4.615609645813257,0000039D48201B0,1103,19.08,N/A
1185,26.07.2019 07:18:14,2019-07-26 07:18:14,1564125494,50.69175013419261,4.615609645813257,0000039D48201B0,1103,0.0,N/A
1186,26.07.2019 07:18:31,2019-07-26 07:18:31,1564125511,50.69075235232008,4.615674018829615,0000039D48201B0,1103,32.04,N/A
1187,26.07.2019 07:18:46,2019-07-26 07:18:46,1564125526,50.68986185882095,4.6159315108950425,0000039D48201B0,1103,29.88,N/A
1188,26.07.2019 07:19:05,2019-07-26 07:19:05,1564125545,50.68754442995572,4.615674018829615,0000039D48201B0,1103,54.0,N/A
1189,26.07.2019 07:19:12,2019-07-26 07:19:12,1564125552,50.68664320761924,4.615674018829615,0000039D48201B0,1103,48.96,N/A
1190,26.07.2019 07:19:28,2019-07-26 07:19:28,1564125568,50.68440088061539,4.616382122009541,0000039D48201B0,1103,60.84,N/A
1191,26.07.2019 07:19:35,2019-07-26 07:19:35,1564125575,50.683606946652304,4.616940021484636,0000039D48201B0,1104,46.08,N/A
1192,26.07.2019 07:19:52,2019-07-26 07:19:52,1564125592,50.68147190802184,4.6185064315493225,0000039D48201B0,1104,57.96,N/A
1193,26.07.2019 07:20:08,2019-07-26 07:20:08,1564125608,50.67935832706606,4.620115756958247,0000039D48201B0,1104,51.12,N/A
1194,26.07.2019 07:20:15,2019-07-26 07:20:15,1564125615,50.67882188519911,4.620459079712151,0000039D48201B0,1104,6.84,N/A
1195,26.07.2019 07:20:29,2019-07-26 07:20:29,1564125629,50.678435647054904,4.620437622040032,0000039D48201B0,1104,23.04,N/A
1196,26.07.2019 07:20:35,2019-07-26 07:20:35,1564125635,50.67819961263345,4.620866775482413,0000039D48201B0,1104,27.0,N/A
1197,26.07.2019 07:20:47,2019-07-26 07:20:47,1564125647,50.67714818657423,4.621703624695053,0000039D48201B0,1104,52.92,N/A
1198,26.07.2019 07:20:53,2019-07-26 07:20:53,1564125653,50.67628987958711,4.622240066498028,0000039D48201B0,1104,45.0,N/A
1199,26.07.2019 07:21:00,2019-07-26 07:21:00,1564125660,50.67584999725621,4.622497558563456,0000039D48201B0,1104,24.84,N/A
1200,26.07.2019 07:21:06,2019-07-26 07:21:06,1564125666,50.67550667446136,4.622604846924052,0000039D48201B0,1104,27.0,N/A
1201,26.07.2019 07:21:15,2019-07-26 07:21:15,1564125675,50.675152622829174,4.623355865448216,0000039D48201B0,1105,29.16,N/A
1202,26.07.2019 07:21:24,2019-07-26 07:21:24,1564125684,50.67447670607682,4.623677730530002,0000039D48201B0,1105,38.88,N/A
1203,26.07.2019 07:21:31,2019-07-26 07:21:31,1564125691,50.673575483740336,4.624278545349333,0000039D48201B0,1105,46.08,N/A
